pair_id,left_id,right_id,left_source,right_source,names_left,names_right,categories_left,categories_right,confidence_left,confidence_right,websites_left,websites_right,socials_left,socials_right,emails_left,emails_right,phones_left,phones_right,brand_left,brand_right,addresses_left,addresses_right
75,562949965310773,08f48985149b118b03d1267c20902c8b,"[{""dataset"":""Microsoft"",""record_id"":""562949965310773"",""update_time"":""2024-12-20T09:17:01.137"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""228457444649970"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949965310773"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Ecuadorian Chocolate Factory""}","{""primary"":""Ecuadorian Chocolate Factory""}","{""primary"":""gift_shop"",""alternate"":[""chocolatier"",""retail""]}","{""primary"":""chocolatier"",""alternate"":[""candy_store"",""desserts""]}",0.77,0.997898979043525,"[""https://theecuadorianchocolate.com/""]","[""https://theecuadorianchocolate.com/""]",,"[""https://www.facebook.com/228457444649970""]",,,"[""7378029651""]","[""+17378029651""]","{""names"":{}}",,"[{""freeform"":""251 N Bell Blvd Ste 110"",""locality"":""Cedar Park"",""region"":""TX"",""country"":""US"",""postcode"":""78613""}]","[{""freeform"":""251 N Bell Blvd"",""locality"":""Cedar Park"",""postcode"":""78613-2901"",""region"":""TX"",""country"":""US""}]"
76,1970324838442673,1125899913126469,"[{""dataset"":""Microsoft"",""record_id"":""1970324838442673"",""update_time"":""2016-01-05T18:59:54.947"",""confidence"":0.77}]","[{""dataset"":""Microsoft"",""record_id"":""1125899913126469"",""update_time"":""2024-11-19T12:21:15.607"",""confidence"":0.77}]","{""primary"":""SKH Locksmiths""}","{""primary"":""SKH Locksmiths & Security LLC""}","{""primary"":""key_and_locksmith""}","{""primary"":""key_and_locksmith""}",0.77,0.77,"[""http://skhlocksmiths.com/""]","[""https://skhlock.com/""]",,,,,"[""2154429191""]","[""2154429191""]","{""names"":{}}","{""names"":{}}","[{""freeform"":""469 Lincoln Ave"",""locality"":""Hatboro"",""region"":""PA"",""country"":""US"",""postcode"":""19040""}]","[{""freeform"":""469 Lincoln Ave"",""locality"":""Hatboro"",""region"":""PA"",""country"":""US"",""postcode"":""19040""}]"
77,08f3f623a4ceb80303013d8aefd1a964,08f3f623a4116d4903fe879fe705b16c,"[{""property"":"""",""dataset"":""meta"",""record_id"":""451928258962065"",""update_time"":""2025-01-06T00:00:00.000Z""}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""2186030601674322"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Bitez Mandalina Şenliği""}","{""primary"":""Bitezz""}","{""primary"":""event_planning""}","{""primary"":""event_planning"",""alternate"":[""fast_food_restaurant""]}",0.28671328671328666,0.28671328671328666,,,"[""https://www.facebook.com/451928258962065""]","[""https://www.facebook.com/2186030601674322""]",,,,,,,"[{""country"":""TR""}]","[{""freeform"":""Bitez Belediyesi Eski Kademe"",""postcode"":""48400"",""country"":""TR""}]"
78,1125899911662556,08f2a845462cab2e03f8a9075a562e04,"[{""dataset"":""Microsoft"",""record_id"":""1125899911662556"",""update_time"":""2022-12-12T16:24:51.827"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""102139735458323"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949964934821"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899911662556"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Strother Brothers Auto Care""}","{""primary"":""Strother Brothers Auto Care""}","{""primary"":""brake_service_and_repair"",""alternate"":[""automotive""]}","{""primary"":""automotive_repair"",""alternate"":[""professional_services"",""auto_body_shop""]}",0.77,0.9962614185921548,"[""https://linktr.ee/StrotherBrothersAutoCare""]","[""http://www.strotherbrothers.com/""]",,"[""https://www.facebook.com/102139735458323""]",,,"[""7246251414""]","[""+17246251414""]","{""names"":{}}",,"[{""freeform"":""6046 Valencia Rd"",""locality"":""Valencia"",""region"":""PA"",""country"":""US"",""postcode"":""16059""}]","[{""freeform"":""6046 Valencia Rd"",""locality"":""Valencia"",""postcode"":""16059-8910"",""region"":""PA"",""country"":""US""}]"
79,1970324837157532,08f29a1baeb2832203e9d467f859f591,"[{""dataset"":""Microsoft"",""record_id"":""1970324837157532"",""update_time"":""2013-01-29T01:48:28.89"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""128351630528919"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949966198909"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899909541224"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Home Instead Senior Care""}","{""primary"":""Home Instead""}","{""primary"":""home_health_care"",""alternate"":[""personal_care_service"",""health_and_medical""]}","{""primary"":""home_health_care"",""alternate"":[""retirement_home"",""health_and_medical""]}",0.77,0.9962614185921548,"[""http://www.homeinstead.com/156""]","[""https://www.homeinstead.com/location/156?utm_source=facebook&utm_medium=organic&utm_campaign=facebook_organic_businesslisting_y""]",,"[""https://www.facebook.com/128351630528919""]",,,"[""8055770926""]","[""+18058348742""]","{""names"":{}}","{""names"":{""primary"":""Home Instead""}}","[{""freeform"":""6593 Collins Dr Ste D-10"",""locality"":""Moorpark"",""region"":""CA"",""country"":""US"",""postcode"":""93021""}]","[{""freeform"":""6593 Collins Dr"",""locality"":""Moorpark"",""postcode"":""93021-1472"",""region"":""CA"",""country"":""US""}]"
80,844424934936094,1407374890969242,"[{""dataset"":""Microsoft"",""record_id"":""844424934936094"",""update_time"":""2024-12-23T20:12:11.877"",""confidence"":0.77}]","[{""dataset"":""Microsoft"",""record_id"":""1407374890969242"",""update_time"":""2024-07-16T15:10:51.87"",""confidence"":0.77}]","{""primary"":""IM Immobilien""}","{""primary"":""IM Immobilien GmbH""}","{""primary"":""real_estate_agent""}","{""primary"":""real_estate_agent""}",0.77,0.77,"[""http://im-immobilien.eu/""]","[""http://im-immobilien.eu/""]",,,,,"[""017643507169""]","[""017643507169""]","{""names"":{}}","{""names"":{}}","[{""freeform"":""Gerdensiek 8"",""locality"":""Bad Essen"",""region"":""Lower Saxony"",""country"":""DE"",""postcode"":""49152""}]","[{""freeform"":""Gerdensiek 8"",""locality"":""Bad Essen"",""region"":""Niedersachsen"",""country"":""DE"",""postcode"":""49152""}]"
81,562949956479298,08f2ad682055ca30031a560f16b833f7,"[{""dataset"":""Microsoft"",""record_id"":""562949956479298"",""update_time"":""2019-12-05T09:56:13.93"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""msft"",""record_id"":""844424930436408"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949960150172"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949956479298"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374890696589"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374884713131"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""BP""}","{""primary"":""BP""}","{""primary"":""gas_station"",""alternate"":[""automotive""]}","{""primary"":""gas_station"",""alternate"":[""automotive""]}",0.77,0.77,"[""https://www.bp.com/en_us/bp-us.html""]","[""http://mybpstation.com/""]",,,,,"[""9195508487""]","[""9195508487""]","{""names"":{}}",,"[{""freeform"":""11928 Us Hwy 70 W"",""locality"":""Clayton"",""region"":""NC"",""country"":""US"",""postcode"":""27520""}]","[{""freeform"":""11294 Us 70 Business Hwy W"",""locality"":""Clayton"",""postcode"":""27520"",""region"":""NC"",""country"":""US""}]"
82,281474980495873,08f1f8eadc596c5a0319a1d657ac47cf,"[{""dataset"":""Microsoft"",""record_id"":""281474980495873"",""update_time"":""2024-07-12T15:03:06.66"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""100706458525511"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""281474980495873"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""281474980495599"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899912464893"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899912463954"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Markus Fink GmbH""}","{""primary"":""Markus Fink GmbH""}","{""primary"":""customized_merchandise"",""alternate"":[""department_store"",""automotive"",""retail""]}","{""primary"":""car_dealer"",""alternate"":[""automotive_dealer""]}",0.77,0.9918379237288135,"[""http://www.markusfink.at/""]","[""http://www.markusfink.at/""]",,"[""https://www.facebook.com/100706458525511""]",,,"[""055138640""]","[""+4355138640""]","{""names"":{}}",,"[{""freeform"":""Ladau 273"",""locality"":""Krumbach"",""region"":"""",""country"":""AT"",""postcode"":""6942""}]","[{""freeform"":""Ladau 273"",""locality"":""Krumbach"",""postcode"":""6942"",""country"":""AT""}]"
83,562949959799250,08f1f88243665d18033b4f1690be86cc,"[{""dataset"":""Microsoft"",""record_id"":""562949959799250"",""update_time"":""2024-07-29T06:19:48.49"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""177685235736210"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949959799250"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""KINI Bike World - KTM KINI GmbH""}","{""primary"":""Kini Bike World""}","{""primary"":""children's_clothing_store"",""alternate"":[""clothing_store"",""engine_repair_service"",""motorcycle_dealer"",""it_service_and_computer_repair"",""automotive"",""retail""]}","{""primary"":""motorsports_store"",""alternate"":[""motorcycle_repair"",""clothing_store""]}",0.77,0.9918379237288135,"[""https://www.kinibikeworld.at/""]","[""https://www.ktmkini.at/de""]",,"[""https://www.facebook.com/177685235736210""]",,,"[""0524499870""]","[""+43524499870""]","{""names"":{}}",,"[{""freeform"":""Larchwald 360"",""locality"":""Wiesing"",""region"":""Tyrol"",""country"":""AT"",""postcode"":""6210""}]","[{""freeform"":""Larchwald 360"",""postcode"":""6210"",""country"":""AT""}]"
84,1407374884932188,08f2b99319ba884303b7c209761f4881,"[{""dataset"":""Microsoft"",""record_id"":""1407374884932188"",""update_time"":""2015-12-22T16:23:33.99"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""111834042187204"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849865682376"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849865679056"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849865675493"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374884932188"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""China Garden Kitchen""}","{""primary"":""China Garden Kitchen""}","{""primary"":""pan_asian_restaurant"",""alternate"":[""restaurant""]}","{""primary"":""chinese_restaurant"",""alternate"":[""restaurant"",""asian_restaurant""]}",0.77,0.9962614185921548,"[""http://www.rochesterchinagarden.com/""]","[""http://www.chinagardenva.com/""]",,"[""https://www.facebook.com/111834042187204""]",,,"[""5854820870""]","[""+15854820870""]","{""names"":{}}",,"[{""freeform"":""268 N Winton Rd"",""locality"":""Rochester"",""region"":""NY"",""country"":""US"",""postcode"":""14610""}]","[{""freeform"":""268 Winton Rd N"",""locality"":""Rochester"",""postcode"":""14610-1238"",""region"":""NY"",""country"":""US""}]"
85,1125899907901154,08f2a122b34060f1033f6a3fcca4ddb0,"[{""dataset"":""Microsoft"",""record_id"":""1125899907901154"",""update_time"":""2015-06-23T13:58:26.663"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""353639738086353"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949955220948"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949955053425"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324837203300"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899911150361"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899907901154"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Target Richland Twp""}","{""primary"":""Target Store Richland-Twp""}","{""primary"":""department_store"",""alternate"":[""retail""]}","{""primary"":""department_store"",""alternate"":[""shopping"",""retail""]}",0.77,0.9962614185921548,"[""""]","[""https://www.target.com/sl/richland-twp/2246""]",,"[""https://www.facebook.com/353639738086353""]",,,"[""2155292720""]","[""+12155292720""]","{""names"":{}}","{""names"":{""primary"":""Target""}}","[{""freeform"":""610 N West End Blvd"",""locality"":""Quakertown"",""region"":""PA"",""country"":""US"",""postcode"":""18951""}]","[{""freeform"":""610 N West End Blvd"",""locality"":""Quakertown"",""postcode"":""18951-4100"",""region"":""PA"",""country"":""US""}]"
86,562949966622320,08f44c172aba3061037c50a9d048d1eb,"[{""dataset"":""Microsoft"",""record_id"":""562949966622320"",""update_time"":""2024-11-20T19:56:24.603"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""123434273989808"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949966622320"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374891236343"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374890986044"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374890752227"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899913135736"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Roto-Rooter Plumbing & Water Cleanup of Loganville""}","{""primary"":""Roto-Rooter Plumbing and Water Cleanup""}","{""primary"":""plumbing""}","{""primary"":""plumbing"",""alternate"":[""construction_services"",""home_service""]}",0.77,0.9803712632594022,"[""https://www.rotorooter.com/loganvillega/?utm_source=Bing&utm_medium=organic&utm_campaign=local&utm_content=website""]","[""https://www.rotorooter.com/loganvillega/""]",,"[""https://www.facebook.com/123434273989808""]",,,"[""7706251194""]","[""+17706251194""]","{""names"":{}}","{""names"":{""primary"":""Roto-Rooter""}}","[{""freeform"":""150 Athens Highway Ste 500"",""locality"":""Loganville"",""region"":""GA"",""country"":""US"",""postcode"":""30052""}]","[{""freeform"":""150 Athens Hwy"",""locality"":""Loganville"",""postcode"":""30052-2200"",""region"":""GA"",""country"":""US""}]"
87,1970324841465127,08f61ab71132610d03372ca4b1fb884a,"[{""dataset"":""Microsoft"",""record_id"":""1970324841465127"",""update_time"":""2024-12-25T19:05:41.663"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""339523126452677"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324841465127"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849864154758"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899912776628"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Poorvika Mobiles Cuddalore - Opp to Bus Stand""}","{""primary"":""Poorvika Mobiles""}","{""primary"":""electronics"",""alternate"":[""mobile_phone_store"",""electronic_parts_supplier"",""business_equipment_and_supply"",""business_to_business"",""retail""]}","{""primary"":""mobile_phone_store"",""alternate"":[""electronics"",""shopping""]}",0.77,0.9962614185921548,"[""https://www.poorvika.com/""]",,,"[""https://www.facebook.com/339523126452677""]",,,"[""04443666666""]","[""+914443666666""]","{""names"":{}}","{""names"":{""primary"":""Poorvika India""}}","[{""freeform"":""No.75, Lawrence Road, Opposite to Bus Stand, Muthaiya Nagar, Thirupapuliyur"",""locality"":""Cuddalore"",""region"":""Tamil Nadu"",""country"":""IN"",""postcode"":""607002""}]","[{""freeform"":""66 Lawrence Road"",""locality"":""Cuddalore"",""postcode"":""607002"",""country"":""IN""}]"
88,1407374883757705,08f27592c10d2d650338beb892e9fd00,"[{""dataset"":""Microsoft"",""record_id"":""1407374883757705"",""update_time"":""2014-07-02T16:44:52.87"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""236463829716577"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""2251799821462031"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849864320597"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1688849862978498"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374884752267"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1407374883757705"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1125899911524959"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""HYATT house Chicago/Naperville/Warrenville""}","{""primary"":""HYATT house Chicago/Naperville/Warrenville""}","{""primary"":""venue_and_event_space"",""alternate"":[""resort"",""hotel"",""travel""]}","{""primary"":""hotel"",""alternate"":[""accommodation"",""bar""]}",0.77,0.9962614185921548,"[""http://chicagowarrenville.house.hyatt.com/en/hotel/home.html?src=agn_mls_hh_lclb_blocal_chixw""]","[""http://chicagowarrenville.house.hyatt.com/""]",,"[""https://www.facebook.com/236463829716577""]",,,"[""6308362960""]","[""+16308362960""]","{""names"":{}}","{""names"":{""primary"":""Hyatt House""}}","[{""freeform"":""27554 Maecliff Dr"",""locality"":""Warrenville"",""region"":""IL"",""country"":""US"",""postcode"":""60555""}]","[{""freeform"":""27554 Maecliff Dr S"",""locality"":""Warrenville"",""postcode"":""60555-2934"",""region"":""IL"",""country"":""US""}]"
89,1970324842083462,08f2a9396326e44303a5099d3abe75d9,"[{""dataset"":""Microsoft"",""record_id"":""1970324842083462"",""update_time"":""2024-01-02T16:38:21.86"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""613348805504514"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949960236865"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""1970324842083462"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""truenorth""}","{""primary"":""truenorth""}","{""primary"":""convenience_store"",""alternate"":[""atms"",""retail""]}","{""primary"":""convenience_store"",""alternate"":[""gas_station"",""liquor_store""]}",0.77,0.9962614185921548,"[""https://www.truenorthstores.com/?utm_source=GMB&utm_medium=Yext&y_source=1_MTUxMjk0NjEtNzE1LWxvY2F0aW9uLndlYnNpdGU=""]","[""https://www.truenorthstores.com/?utm_source=Facebook&utm_medium=Yext&y_source=1_MTUxMjk0NjEtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D""]",,"[""https://www.facebook.com/613348805504514""]",,,"[""9373833810""]","[""+19373833810""]","{""names"":{}}","{""names"":{""primary"":""truenorth""}}","[{""freeform"":""5737 N US Highway 68"",""locality"":""Wilmington"",""region"":""OH"",""country"":""US"",""postcode"":""45177""}]","[{""freeform"":""5737 N US Highway 68"",""locality"":""Wilmington"",""postcode"":""45177-8308"",""region"":""OH"",""country"":""US""}]"
90,281474980816525,08f1f91ac245659b038927a04bb21a00,"[{""dataset"":""Microsoft"",""record_id"":""281474980816525"",""update_time"":""2024-10-02T11:46:27.713"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""msft"",""record_id"":""562949963851999"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""281474980816525"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Victoria Coiffure Florissant""}","{""primary"":""Victoria coiffure""}","{""primary"":""beauty_product_supplier"",""alternate"":[""hair_salon"",""business_equipment_and_supply"",""holding_companies"",""beauty_and_spa"",""business_to_business""]}","{""primary"":""beauty_product_supplier"",""alternate"":[""hair_salon"",""business_equipment_and_supply""]}",0.77,0.77,"[""https://florissant-coiffure.ch/""]","[""https://florissant-coiffure.ch/""]",,,,,"[""0223474540""]","[""0223474540""]","{""names"":{}}",,"[{""freeform"":""Route de Florissant 62"",""locality"":""Genève"",""region"":""Geneva"",""country"":""CH"",""postcode"":""1206""}]","[{""freeform"":""Route de Florissant 62"",""locality"":""Genève"",""postcode"":""1206"",""region"":""Geneva"",""country"":""CH""}]"
91,562949957458210,1970324838543680,"[{""dataset"":""Microsoft"",""record_id"":""562949957458210"",""update_time"":""2024-10-17T08:57:00.503"",""confidence"":0.77}]","[{""dataset"":""Microsoft"",""record_id"":""1970324838543680"",""update_time"":""2016-05-18T11:50:25.21"",""confidence"":0.77}]","{""primary"":""Bargain Tree Service""}","{""primary"":""Bargain Tree Service""}","{""primary"":""christmas_trees"",""alternate"":[""tree_services"",""online_shop"",""landscaping"",""retail""]}","{""primary"":""christmas_trees"",""alternate"":[""tree_services"",""online_shop"",""landscaping"",""retail""]}",0.77,0.77,"[""https://www.bargaintreeservice.net/""]","[""http://www.bargaintreeservice.net/""]",,,,,"[""3156723398""]","[""3156723398""]","{""names"":{}}","{""names"":{}}","[{""freeform"":""2811 Warners Rd"",""locality"":""Warners"",""region"":""NY"",""country"":""US"",""postcode"":""13164""}]","[{""freeform"":""2811 Warners Rd"",""locality"":""Warners"",""region"":""NY"",""country"":""US"",""postcode"":""13164""}]"
92,1970324840379037,1125899909801843,"[{""dataset"":""Microsoft"",""record_id"":""1970324840379037"",""update_time"":""2022-09-19T04:28:35.653"",""confidence"":0.77}]","[{""dataset"":""Microsoft"",""record_id"":""1125899909801843"",""update_time"":""2024-03-24T06:56:45.103"",""confidence"":0.77}]","{""primary"":""Cornerstone Inspections""}","{""primary"":""Cornerstone Inspections""}","{""primary"":""inspection_services""}","{""primary"":""inspection_services""}",0.77,0.77,"[""https://trustcornerstone.com/""]","[""https://trustcornerstone.com/""]",,,,,"[""3522371819""]","[""3522371819""]","{""names"":{}}","{""names"":{}}","[{""freeform"":""2100 SE 17th St Ste 110"",""locality"":""Ocala"",""region"":""FL"",""country"":""US"",""postcode"":""34471""}]","[{""freeform"":""2100 SE 17th St Ste 110"",""locality"":""Ocala"",""region"":""FL"",""country"":""US"",""postcode"":""34471""}]"
93,1688849863462809,1407374890375385,"[{""dataset"":""Microsoft"",""record_id"":""1688849863462809"",""update_time"":""2019-03-05T18:53:38.73"",""confidence"":0.77}]","[{""dataset"":""Microsoft"",""record_id"":""1407374890375385"",""update_time"":""2024-12-30T10:33:40.15"",""confidence"":0.77}]","{""primary"":""Hungry Howie's Pizza""}","{""primary"":""Hungry Howie's Pizza""}","{""primary"":""pizza_delivery_service"",""alternate"":[""food_delivery_service"",""pizza_restaurant"",""food"",""restaurant""]}","{""primary"":""pizza_delivery_service"",""alternate"":[""food_delivery_service"",""pizza_restaurant"",""food"",""restaurant""]}",0.77,0.77,"[""http://www.hungryhowies.com/store/hungry-howies-02316""]","[""https://www.hungryhowies.com/stores/al/northport/1844-mcfarland-blvd""]",,,,,"[""2053332633""]","[""2053332633""]","{""names"":{}}","{""names"":{}}","[{""freeform"":""1844 Mcfarland Blvd"",""locality"":""Northport"",""region"":""AL"",""country"":""US"",""postcode"":""35476""}]","[{""freeform"":""1844 Mcfarland Blvd"",""locality"":""Northport"",""region"":""AL"",""country"":""US"",""postcode"":""35476""}]"
94,562949965872426,08f1f8c261c63d18034bc43e16fabed6,"[{""dataset"":""Microsoft"",""record_id"":""562949965872426"",""update_time"":""2024-12-15T19:59:29.303"",""confidence"":0.77}]","[{""property"":"""",""dataset"":""meta"",""record_id"":""695098571330981"",""update_time"":""2025-01-06T00:00:00.000Z""},{""property"":""/properties/existence"",""dataset"":""msft"",""record_id"":""562949965872426"",""update_time"":""2025-01-06T00:00:00.000Z""}]","{""primary"":""Friseursalon Meisterfriseur Soul""}","{""primary"":""Friseursalon Meisterfriseur Soul""}","{""primary"":""hair_salon"",""alternate"":[""beauty_and_spa""]}","{""primary"":""hair_salon"",""alternate"":[""beauty_salon"",""beauty_and_spa""]}",0.77,0.9872500778573653,"[""http://www.meisterfriseur-soul.de/""]",,,"[""https://www.facebook.com/695098571330981""]",,,"[""082144945330""]","[""+4982144945330""]","{""names"":{}}",,"[{""freeform"":""Haunstetterstr. 258"",""locality"":""Augsburg"",""region"":""Bavaria"",""country"":""DE"",""postcode"":""86179""}]","[{""freeform"":""Haunstetter Straße 258"",""locality"":""Augsburg"",""postcode"":""86179"",""country"":""DE""}]"
95,844424934717048,844424933664824,"[{""dataset"":""Microsoft"",""record_id"":""844424934717048"",""update_time"":""2024-10-14T20:57:30.353"",""confidence"":0.77}]","[{""dataset"":""Microsoft"",""record_id"":""844424933664824"",""update_time"":""2024-10-14T19:55:08.977"",""confidence"":0.77}]","{""primary"":""Gruppo Bossoni Fiat Professional""}","{""primary"":""GRUPPO BOSSONI - Alfa Romeo""}","{""primary"":""automotive""}","{""primary"":""automotive""}",0.77,0.77,"[""""]","[""https://www.gruppobossoni.it/sedi/gruppo-bossoni-cremona/""]",,,,,"[""037253551""]","[""037253551""]","{""names"":{}}","{""names"":{}}","[{""freeform"":""Via Castelleone 136"",""locality"":""Cremona"",""region"":""CR"",""country"":""IT"",""postcode"":""26100""}]","[{""freeform"":""Via Castelleone, 136"",""locality"":""Cremona"",""region"":""CR"",""country"":""IT"",""postcode"":""26100""}]"
